id,annotation_id,elementid
3777,25483,"[["""", ""clause""], [""type"", ""salutation""]]"
3778,25484,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""matildis-corbet""]]"
3779,25485,"[["""", ""clause""], [""type"", ""address""]]"
3780,25486,"[["""", ""clause""], [""type"", ""notification""]]"
3781,25487,"[["""", ""clause""], [""type"", ""witnesses""]]"
3860,25566,"[["""", ""clause""], [""type"", ""notification""]]"
3782,25488,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""et-sciendum-quod""]]"
3783,25489,"[["""", ""clause""], [""type"", ""disposition""], [""@o"", ""2""]]"
3784,25490,"[["""", ""clause""], [""type"", ""sealing""]]"
3785,25491,"[["""", ""clause""], [""type"", ""disposition""]]"
3786,25492,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""patricius-de-ridale""]]"
3787,25493,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
3788,25494,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-me""]]"
3789,25495,"[["""", ""clause""], [""type"", ""address""]]"
3790,25496,"[["""", ""clause""], [""type"", ""witnesses""]]"
3791,25497,"[["""", ""clause""], [""type"", ""warrandice""]]"
3792,25498,"[["""", ""clause""], [""type"", ""holding""]]"
3793,25499,"[["""", ""clause""], [""type"", ""boundaries""]]"
3794,25500,"[["""", ""clause""], [""type"", ""disposition""]]"
3795,25501,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3870,25576,"[["""", ""clause""], [""type"", ""sealing""]]"
3871,25577,"[["""", ""clause""], [""type"", ""disposition""]]"
3796,25502,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
3797,25503,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-me""]]"
3798,25504,"[["""", ""clause""], [""type"", ""address""]]"
3799,25505,"[["""", ""clause""], [""type"", ""witnesses""]]"
3802,25508,"[["""", ""clause""], [""type"", ""boundaries""]]"
3803,25509,"[["""", ""clause""], [""type"", ""disposition""]]"
3804,25510,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""margeria-de-vesci""]]"
3805,25511,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
3806,25512,"[["""", ""clause""], [""type"", ""address""]]"
3807,25513,"[["""", ""clause""], [""type"", ""notification""]]"
3808,25514,"[["""", ""clause""], [""type"", ""witnesses""]]"
3809,25515,"[["""", ""clause""], [""type"", ""warrandice""]]"
3810,25516,"[["""", ""clause""], [""type"", ""holding""]]"
3811,25517,"[["""", ""clause""], [""type"", ""disposition""]]"
3812,25518,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""willelmus-de-vesci""]]"
3813,25519,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
3814,25520,"[["""", ""clause""], [""type"", ""notification""]]"
3815,25521,"[["""", ""clause""], [""type"", ""address""]]"
3816,25522,"[["""", ""clause""], [""type"", ""holding""]]"
3817,25523,"[["""", ""clause""], [""type"", ""warrandice""]]"
3818,25524,"[["""", ""clause""], [""type"", ""witnesses""]]"
3819,25525,"[["""", ""clause""], [""type"", ""disposition""]]"
3820,25526,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3821,25527,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
3822,25528,"[["""", ""clause""], [""type"", ""notification""]]"
3823,25529,"[["""", ""clause""], [""type"", ""address""]]"
3824,25530,"[["""", ""clause""], [""type"", ""witnesses""]]"
3825,25531,"[["""", ""clause""], [""type"", ""holding""]]"
3827,25533,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem-in-domino""]]"
3828,25534,"[["""", ""clause""], [""type"", ""notification""]]"
3829,25535,"[["""", ""clause""], [""type"", ""address""]]"
3830,25536,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3831,25537,"[["""", ""clause""], [""type"", ""witnesses""]]"
3832,25538,"[["""", ""clause""], [""type"", ""warrandice""]]"
3833,25539,"[["""", ""clause""], [""type"", ""holding""]]"
3834,25540,"[["""", ""clause""], [""type"", ""disposition""]]"
3835,25541,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
3836,25542,"[["""", ""clause""], [""type"", ""notification""]]"
3837,25543,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""margeria-de-vesci""]]"
3838,25544,"[["""", ""clause""], [""type"", ""address""]]"
3839,25545,"[["""", ""clause""], [""type"", ""witnesses""]]"
3840,25546,"[["""", ""clause""], [""type"", ""warrandice""]]"
3841,25547,"[["""", ""clause""], [""type"", ""holding""]]"
3842,25548,"[["""", ""clause""], [""type"", ""disposition""]]"
3843,25549,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3844,25550,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem-in-domino""]]"
3845,25551,"[["""", ""clause""], [""type"", ""address""]]"
3846,25552,"[["""", ""clause""], [""type"", ""notification""]]"
3847,25553,"[["""", ""clause""], [""type"", ""sealing""]]"
3848,25554,"[["""", ""clause""], [""type"", ""warrandice""]]"
3849,25555,"[["""", ""clause""], [""type"", ""holding""]]"
3850,25556,"[["""", ""clause""], [""type"", ""disposition""]]"
3851,25557,"[["""", ""clause""], [""type"", ""witnesses""]]"
3873,25579,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3852,25558,"[["""", ""clause""], [""type"", ""notification""]]"
3853,25559,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3854,25560,"[["""", ""clause""], [""type"", ""witnesses""]]"
3855,25561,"[["""", ""clause""], [""type"", ""sealing""]]"
3856,25562,"[["""", ""clause""], [""type"", ""warrandice""]]"
3857,25563,"[["""", ""clause""], [""type"", ""holding""]]"
3858,25564,"[["""", ""clause""], [""type"", ""disposition""]]"
3859,25565,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem-in-domino""]]"
3861,25567,"[["""", ""clause""], [""type"", ""address""]]"
3862,25568,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3863,25569,"[["""", ""clause""], [""type"", ""witnesses""]]"
3864,25570,"[["""", ""clause""], [""type"", ""sealing""]]"
3865,25571,"[["""", ""clause""], [""type"", ""disposition""]]"
3866,25572,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3867,25573,"[["""", ""clause""], [""type"", ""address""]]"
3868,25574,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem-in-domino""]]"
3875,25581,"[["""", ""clause""], [""type"", ""witnesses""]]"
3874,25580,"[["""", ""clause""], [""type"", ""narration""]]"
3877,25583,"[["""", ""clause""], [""type"", ""holding""]]"
3876,25582,"[["""", ""clause""], [""type"", ""sealing""]]"
3801,25507,"[["""", ""clause""], [""type"", ""holding""]]"
3800,25506,"[["""", ""clause""], [""type"", ""warrandice""]]"
3878,25584,"[["""", ""clause""], [""type"", ""disposition""]]"
3879,25585,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""willelmus-de-vesci""]]"
3880,25586,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem-in-domino""]]"
3881,25587,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""noueritis-me""]]"
3882,25588,"[["""", ""clause""], [""type"", ""address""]]"
3883,25589,"[["""", ""clause""], [""type"", ""witnesses""]]"
3884,25590,"[["""", ""clause""], [""type"", ""sealing""]]"
3885,25591,"[["""", ""clause""], [""type"", ""holding""]]"
3886,25592,"[["""", ""clause""], [""type"", ""disposition""]]"
3887,25593,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3888,25594,"[["""", ""clause""], [""type"", ""salutation""]]"
3889,25595,"[["""", ""clause""], [""type"", ""address""]]"
3890,25596,"[["""", ""clause""], [""type"", ""witnesses""]]"
3891,25597,"[["""", ""clause""], [""type"", ""sealing""]]"
3892,25598,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""nouerint-vniuersi""]]"
3893,25599,"[["""", ""clause""], [""type"", ""disposition""]]"
3894,25600,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""patricius-de-ridale""]]"
3895,25601,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
3896,25602,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-me""]]"
3897,25603,"[["""", ""clause""], [""type"", ""address""]]"
3898,25604,"[["""", ""clause""], [""type"", ""witnesses""]]"
3899,25605,"[["""", ""clause""], [""type"", ""warrandice""]]"
3900,25606,"[["""", ""clause""], [""type"", ""holding""]]"
3901,25607,"[["""", ""clause""], [""type"", ""boundaries""]]"
3902,25608,"[["""", ""clause""], [""type"", ""disposition""]]"
3903,25609,"[["""", ""clause""], [""type"", ""address""]]"
3904,24989,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem-in-domino""]]"
3905,25610,"[["""", ""clause""], [""type"", ""witnesses""]]"
3906,25611,"[["""", ""clause""], [""type"", ""sealing""]]"
3907,25612,"[["""", ""clause""], [""type"", ""warrandice""]]"
3908,25613,"[["""", ""clause""], [""type"", ""disposition""]]"
3909,25614,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3910,25615,"[["""", ""clause""], [""type"", ""salutation""]]"
3911,25616,"[["""", ""clause""], [""type"", ""address""]]"
3912,25617,"[["""", ""clause""], [""type"", ""sealing""]]"
3913,25618,"[["""", ""clause""], [""type"", ""witnesses""]]"
3914,25619,"[["""", ""clause""], [""type"", ""notification""]]"
3915,25620,"[["""", ""clause""], [""type"", ""narration""]]"
3916,25621,"[["""", ""clause""], [""type"", ""disposition""]]"
3917,25622,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3919,25624,"[["""", ""clause""], [""type"", ""sealing""]]"
3920,25625,"[["""", ""clause""], [""type"", ""disposition""]]"
3921,25626,"[["""", ""clause""], [""type"", ""notification""]]"
3923,25628,"[["""", ""clause""], [""type"", ""notification""]]"
3924,25629,"[["""", ""clause""], [""type"", ""address""]]"
3925,25630,"[["""", ""clause""], [""type"", ""witnesses""]]"
3926,25631,"[["""", ""clause""], [""type"", ""sealing""]]"
3927,25632,"[["""", ""clause""], [""type"", ""warrandice""]]"
3922,25627,"[["""", ""clause""], [""type"", ""salutation""]]"
3928,25633,"[["""", ""clause""], [""type"", ""disposition""]]"
3930,25635,"[["""", ""clause""], [""type"", ""witnesses""]]"
3931,25636,"[["""", ""clause""], [""type"", ""holding""]]"
3932,25637,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
3929,25634,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3933,25638,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
3934,25639,"[["""", ""clause""], [""type"", ""address""]]"
3935,25640,"[["""", ""clause""], [""type"", ""disposition""]]"
3936,25641,"[["""", ""clause""], [""type"", ""witnesses""]]"
3937,25642,"[["""", ""clause""], [""type"", ""sealing""]]"
3938,25643,"[["""", ""clause""], [""type"", ""notification""]]"
3939,25644,"[["""", ""clause""], [""type"", ""notification""]]"
3940,25645,"[["""", ""clause""], [""type"", ""narration""]]"
3941,25646,"[["""", ""clause""], [""type"", ""boundaries""]]"
3942,25647,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3943,25648,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
3944,25649,"[["""", ""clause""], [""type"", ""notification""]]"
3945,25650,"[["""", ""clause""], [""type"", ""address""]]"
3946,25651,"[["""", ""clause""], [""type"", ""disposition""]]"
3947,25652,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3948,25653,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
3949,25654,"[["""", ""clause""], [""type"", ""address""]]"
3950,25655,"[["""", ""clause""], [""type"", ""sealing""]]"
3951,25656,"[["""", ""clause""], [""type"", ""narration""]]"
3952,25657,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3953,25658,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
3954,25659,"[["""", ""clause""], [""type"", ""notification""]]"
3955,25660,"[["""", ""clause""], [""type"", ""address""]]"
3956,25661,"[["""", ""clause""], [""type"", ""witnesses""]]"
3957,25662,"[["""", ""clause""], [""type"", ""warrandice""]]"
3958,25663,"[["""", ""clause""], [""type"", ""holding""]]"
3959,25664,"[["""", ""clause""], [""type"", ""disposition""]]"
3960,25665,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3961,25666,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem-in-domino""]]"
3962,25667,"[["""", ""clause""], [""type"", ""notification""]]"
3963,25668,"[["""", ""clause""], [""type"", ""address""]]"
3964,25669,"[["""", ""clause""], [""type"", ""witnesses""]]"
3965,25670,"[["""", ""clause""], [""type"", ""sealing""]]"
3966,25671,"[["""", ""clause""], [""type"", ""warrandice""]]"
3967,25672,"[["""", ""clause""], [""type"", ""disposition""]]"
3968,25673,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
3969,25674,"[["""", ""clause""], [""type"", ""address""]]"
3970,25675,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3972,25677,"[["""", ""clause""], [""type"", ""witnesses""]]"
3971,25676,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
3973,25678,"[["""", ""clause""], [""type"", ""disposition""]]"
3974,25679,"[["""", ""clause""], [""type"", ""address""]]"
3975,25680,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
3976,25681,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3977,25682,"[["""", ""clause""], [""type"", ""notification""]]"
3978,25683,"[["""", ""clause""], [""type"", ""witnesses""]]"
3979,25684,"[["""", ""clause""], [""type"", ""sealing""]]"
3980,25685,"[["""", ""clause""], [""type"", ""warrandice""]]"
3981,25686,"[["""", ""clause""], [""type"", ""holding""]]"
3982,25687,"[["""", ""clause""], [""type"", ""boundaries""]]"
3983,25688,"[["""", ""clause""], [""type"", ""disposition""]]"
3984,25689,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3985,25690,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
3986,25691,"[["""", ""clause""], [""type"", ""notification""]]"
3987,25692,"[["""", ""clause""], [""type"", ""address""]]"
3988,25693,"[["""", ""clause""], [""type"", ""sealing""]]"
3989,25694,"[["""", ""clause""], [""type"", ""witnesses""]]"
3990,25695,"[["""", ""clause""], [""type"", ""warrandice""]]"
3991,25696,"[["""", ""clause""], [""type"", ""holding""]]"
3992,25697,"[["""", ""clause""], [""type"", ""disposition""]]"
3993,25698,"[["""", ""clause""], [""type"", ""intitulatio""]]"
3994,25699,"[["""", ""clause""], [""type"", ""address""]]"
3995,25700,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem-in-domino""]]"
3996,25701,"[["""", ""clause""], [""type"", ""notification""]]"
3997,25702,"[["""", ""clause""], [""type"", ""sealing""]]"
3998,25703,"[["""", ""clause""], [""type"", ""witnesses""]]"
3999,25704,"[["""", ""clause""], [""type"", ""warrandice""]]"
4000,25705,"[["""", ""clause""], [""type"", ""holding""]]"
4002,25707,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem-in-domino""]]"
4003,25708,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4004,25709,"[["""", ""clause""], [""type"", ""address""]]"
4005,25710,"[["""", ""clause""], [""type"", ""notification""]]"
4006,25711,"[["""", ""clause""], [""type"", ""witnesses""]]"
4008,25713,"[["""", ""clause""], [""type"", ""holding""]]"
4009,25714,"[["""", ""clause""], [""type"", ""disposition""]]"
4010,25715,"[["""", ""clause""], [""type"", ""salutation""]]"
4011,25716,"[["""", ""clause""], [""type"", ""notification""]]"
4012,25717,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4013,25718,"[["""", ""clause""], [""type"", ""address""]]"
4014,25719,"[["""", ""clause""], [""type"", ""witnesses""]]"
4015,25720,"[["""", ""clause""], [""type"", ""sealing""]]"
4016,25721,"[["""", ""clause""], [""type"", ""holding""]]"
4017,25722,"[["""", ""clause""], [""type"", ""disposition""]]"
4018,25723,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4019,25724,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
4020,25725,"[["""", ""clause""], [""type"", ""address""]]"
4021,25726,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""noueritis""]]"
4022,25727,"[["""", ""clause""], [""type"", ""witnesses""]]"
4023,25728,"[["""", ""clause""], [""type"", ""disposition""], [""@o"", ""2""]]"
4024,25729,"[["""", ""clause""], [""type"", ""disposition""]]"
4025,25730,"[["""", ""clause""], [""type"", ""narration""]]"
4026,25731,"[["""", ""clause""], [""type"", ""witnesses""]]"
4007,25712,"[["""", ""clause""], [""type"", ""warrandice""]]"
4027,25732,"[["""", ""clause""], [""type"", ""holding""]]"
4028,25733,"[["""", ""clause""], [""type"", ""notification""]]"
4029,25734,"[["""", ""clause""], [""type"", ""disposition""]]"
4030,25735,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4031,25736,"[["""", ""clause""], [""type"", ""holding""]]"
4032,25737,"[["""", ""clause""], [""type"", ""prohibition""]]"
4033,25738,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""w-rex-scottorum""]]"
4034,25739,"[["""", ""clause""], [""type"", ""holding""]]"
4035,25740,"[["""", ""clause""], [""type"", ""notification""]]"
456,3581,"[["""", ""clause""], [""type"", ""disposition""]]"
4036,25741,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4037,25742,"[["""", ""clause""], [""type"", ""witnesses""]]"
4038,25743,"[["""", ""clause""], [""type"", ""notification""]]"
4039,25744,"[["""", ""clause""], [""type"", ""disposition""]]"
4040,25745,"[["""", ""clause""], [""type"", ""notification""]]"
4041,25746,"[["""", ""clause""], [""type"", ""witnesses""]]"
4042,25747,"[["""", ""clause""], [""type"", ""holding""]]"
4043,25748,"[["""", ""clause""], [""type"", ""disposition""]]"
4044,25749,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4045,25750,"[["""", ""clause""], [""type"", ""witnesses""]]"
4046,25751,"[["""", ""clause""], [""type"", ""holding""]]"
4047,25752,"[["""", ""clause""], [""type"", ""disposition""]]"
4048,25753,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4049,25754,"[["""", ""clause""], [""type"", ""notification""]]"
4052,25757,"[["""", ""clause""], [""type"", ""witnesses""]]"
4053,25758,"[["""", ""clause""], [""type"", ""holding""]]"
4050,25755,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4051,25756,"[["""", ""clause""], [""type"", ""boundaries""]]"
4054,25759,"[["""", ""clause""], [""type"", ""disposition""]]"
3292,24999,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4055,25760,"[["""", ""clause""], [""type"", ""witnesses""]]"
4056,25761,"[["""", ""clause""], [""type"", ""boundaries""]]"
4057,25762,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4058,25763,"[["""", ""clause""], [""type"", ""address""]]"
4059,25764,"[["""", ""clause""], [""type"", ""sealing""]]"
4060,25765,"[["""", ""clause""], [""type"", ""notification""]]"
4061,25766,"[["""", ""clause""], [""type"", ""disposition""]]"
4062,25767,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""ranulfus-de-bonkil""]]"
4063,25768,"[["""", ""clause""], [""type"", ""address""]]"
4064,25769,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
2557,22158,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
4065,25770,"[["""", ""clause""], [""type"", ""witnesses""]]"
4066,25771,"[["""", ""clause""], [""type"", ""disposition""]]"
4067,25772,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""thor""]]"
4068,25773,"[["""", ""clause""], [""type"", ""address""]]"
4069,25774,"[["""", ""clause""], [""type"", ""notification""]]"
4071,25776,"[["""", ""clause""], [""type"", ""notification""]]"
4072,25777,"[["""", ""clause""], [""type"", ""holding""]]"
4073,25778,"[["""", ""clause""], [""type"", ""witnesses""]]"
4074,25779,"[["""", ""clause""], [""type"", ""disposition""]]"
4075,25780,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4076,25781,"[["""", ""clause""], [""type"", ""address""]]"
4077,25782,"[["""", ""clause""], [""type"", ""notification""]]"
4078,25783,"[["""", ""clause""], [""type"", ""witnesses""]]"
4079,25784,"[["""", ""clause""], [""type"", ""disposition""]]"
4080,25785,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4081,25786,"[["""", ""clause""], [""type"", ""address""]]"
4082,25787,"[["""", ""clause""], [""type"", ""witnesses""]]"
4083,25788,"[["""", ""clause""], [""type"", ""holding""]]"
4084,25789,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
4085,25790,"[["""", ""clause""], [""type"", ""disposition""]]"
4086,25791,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4087,25792,"[["""", ""clause""], [""type"", ""address""]]"
4088,25793,"[["""", ""clause""], [""type"", ""witnesses""]]"
4089,25794,"[["""", ""clause""], [""type"", ""notification""]]"
4090,25795,"[["""", ""clause""], [""type"", ""disposition""]]"
4091,25796,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""walterus-del-bois""]]"
4092,25797,"[["""", ""clause""], [""type"", ""address""]]"
4093,25798,"[["""", ""clause""], [""type"", ""notification""]]"
4094,25799,"[["""", ""clause""], [""type"", ""witnesses""]]"
4095,25800,"[["""", ""clause""], [""type"", ""disposition""]]"
4096,25801,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4097,25802,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
4098,25803,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-quod""]]"
4099,25804,"[["""", ""clause""], [""type"", ""address""]]"
4100,25805,"[["""", ""clause""], [""type"", ""witnesses""]]"
4101,25806,"[["""", ""clause""], [""type"", ""boundaries""]]"
4102,25807,"[["""", ""clause""], [""type"", ""disposition""]]"
4103,25808,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4104,25809,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
4105,25810,"[["""", ""clause""], [""type"", ""notification""]]"
4106,25811,"[["""", ""clause""], [""type"", ""witnesses""]]"
4107,25812,"[["""", ""clause""], [""type"", ""sealing""]]"
4108,25813,"[["""", ""clause""], [""type"", ""warrandice""]]"
4109,25814,"[["""", ""clause""], [""type"", ""holding""]]"
4110,25815,"[["""", ""clause""], [""type"", ""disposition""]]"
4111,25816,"[["""", ""clause""], [""type"", ""address""]]"
4112,25817,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""walterus-olifard""]]"
4113,25818,"[["""", ""clause""], [""type"", ""address""]]"
4115,25820,"[["""", ""clause""], [""type"", ""notification""]]"
4114,25819,"[["""", ""clause""], [""type"", ""sealing""]]"
4116,25821,"[["""", ""clause""], [""type"", ""disposition""]]"
4117,25822,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4118,25823,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
4119,25824,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""noueritis""]]"
4120,25825,"[["""", ""clause""], [""type"", ""address""]]"
4121,25826,"[["""", ""clause""], [""type"", ""witnesses""]]"
4122,25827,"[["""", ""clause""], [""type"", ""sealing""]]"
4123,25828,"[["""", ""clause""], [""type"", ""disposition""]]"
4124,25829,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4125,25830,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
4126,25831,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""noueritis""]]"
4127,25832,"[["""", ""clause""], [""type"", ""address""]]"
4128,25833,"[["""", ""clause""], [""type"", ""witnesses""]]"
4129,25834,"[["""", ""clause""], [""type"", ""sealing""]]"
4130,25835,"[["""", ""clause""], [""type"", ""disposition""]]"
4131,25836,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4132,25837,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
4133,25838,"[["""", ""clause""], [""type"", ""address""]]"
4134,25839,"[["""", ""clause""], [""type"", ""sealing""]]"
4135,25840,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""noueritis-me""]]"
4136,25841,"[["""", ""clause""], [""type"", ""disposition""]]"
4137,25842,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4138,25843,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
4139,25844,"[["""", ""clause""], [""type"", ""address""]]"
4140,25845,"[["""", ""clause""], [""type"", ""notification""]]"
4141,25846,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""valete""]]"
4142,25847,"[["""", ""clause""], [""type"", ""sealing""]]"
4143,25848,"[["""", ""clause""], [""type"", ""narration""]]"
4144,25849,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4145,25850,"[["""", ""clause""], [""type"", ""address""]]"
4146,25851,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
4147,25852,"[["""", ""clause""], [""type"", ""notification""]]"
4148,25853,"[["""", ""clause""], [""type"", ""witnesses""]]"
4149,25854,"[["""", ""clause""], [""type"", ""disposition""]]"
4150,25855,"[["""", ""clause""], [""type"", ""narration""]]"
4151,25856,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutes""]]"
4152,25857,"[["""", ""clause""], [""type"", ""address""]]"
4153,25858,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4154,25859,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-me""]]"
4155,25860,"[["""", ""clause""], [""type"", ""witnesses""]]"
4156,25861,"[["""", ""clause""], [""type"", ""disposition""]]"
4157,25862,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""dauid-comes""]]"
4158,25863,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
4159,25864,"[["""", ""clause""], [""type"", ""address""]]"
4160,25865,"[["""", ""clause""], [""type"", ""witnesses""]]"
4161,25866,"[["""", ""clause""], [""type"", ""disposition""]]"
4162,25867,"[["""", ""clause""], [""type"", ""narration""]]"
4163,25868,"[["""", ""clause""], [""type"", ""notification""]]"
4164,25869,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""dauid-comes""]]"
4165,25870,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
4166,25871,"[["""", ""clause""], [""type"", ""address""]]"
4167,25872,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-quod""]]"
4168,25873,"[["""", ""clause""], [""type"", ""witnesses""]]"
4169,25874,"[["""", ""clause""], [""type"", ""holding""]]"
4170,25875,"[["""", ""clause""], [""type"", ""disposition""]]"
4171,25876,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""valete""]]"
4172,25877,"[["""", ""clause""], [""type"", ""malediction""], [""@o"", ""2""]]"
4173,25878,"[["""", ""clause""], [""type"", ""witnesses""]]"
4174,25879,"[["""", ""clause""], [""type"", ""malediction""]]"
4175,25880,"[["""", ""clause""], [""type"", ""holding""]]"
4176,25881,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
4177,25882,"[["""", ""clause""], [""type"", ""intitulatio""]]"
4178,25883,"[["""", ""clause""], [""type"", ""address""]]"
4179,25884,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
4180,25885,"[["""", ""clause""], [""type"", ""disposition""]]"
4181,25886,"[["""", ""clause""], [""type"", ""intitulatio""]]"
