id,annotation_id,elementid
1219,19077,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1220,19078,"[["""", ""clause""], [""type"", ""disposition""]]"
1221,19079,"[["""", ""clause""], [""type"", ""sealing""]]"
1222,19080,"[["""", ""clause""], [""type"", ""witnesses""]]"
1223,19081,"[["""", ""clause""], [""type"", ""address""]]"
1224,19082,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1225,19083,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1226,19084,"[["""", ""clause""], [""type"", ""notification""]]"
1227,19085,"[["""", ""clause""], [""type"", ""witnesses""]]"
1228,19086,"[["""", ""clause""], [""type"", ""sealing""]]"
1229,19087,"[["""", ""clause""], [""type"", ""disposition""]]"
1230,19088,"[["""", ""clause""], [""type"", ""warrandice""]]"
1231,19089,"[["""", ""clause""], [""type"", ""holding""]]"
1232,19090,"[["""", ""clause""], [""type"", ""address""]]"
1233,19091,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1234,19092,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1235,19093,"[["""", ""clause""], [""type"", ""notification""]]"
1236,19094,"[["""", ""clause""], [""type"", ""witnesses""]]"
1237,19095,"[["""", ""clause""], [""type"", ""sealing""]]"
1238,19096,"[["""", ""clause""], [""type"", ""disposition""]]"
1239,19097,"[["""", ""clause""], [""type"", ""address""]]"
1240,19098,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1241,19099,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1242,19100,"[["""", ""clause""], [""type"", ""notification""]]"
1243,19101,"[["""", ""clause""], [""type"", ""witnesses""]]"
1244,19102,"[["""", ""clause""], [""type"", ""sealing""]]"
1245,19103,"[["""", ""clause""], [""type"", ""disposition""]]"
1246,19104,"[["""", ""clause""], [""type"", ""warrandice""]]"
1247,19105,"[["""", ""clause""], [""type"", ""holding""]]"
1248,19106,"[["""", ""clause""], [""type"", ""address""]]"
1249,19107,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1250,19108,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1251,19109,"[["""", ""clause""], [""type"", ""notification""]]"
1252,19110,"[["""", ""clause""], [""type"", ""witnesses""]]"
1253,19111,"[["""", ""clause""], [""type"", ""sealing""]]"
1254,19112,"[["""", ""clause""], [""type"", ""disposition""]]"
1255,19113,"[["""", ""clause""], [""type"", ""warrandice""]]"
1256,19114,"[["""", ""clause""], [""type"", ""holding""]]"
1268,19126,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1269,19127,"[["""", ""clause""], [""type"", ""notification""]]"
1270,19128,"[["""", ""clause""], [""type"", ""witnesses""]]"
1271,19129,"[["""", ""clause""], [""type"", ""sealing""]]"
1272,19130,"[["""", ""clause""], [""type"", ""warrandice""]]"
1273,19131,"[["""", ""clause""], [""type"", ""holding""]]"
1274,19132,"[["""", ""clause""], [""type"", ""disposition""]]"
1275,19133,"[["""", ""clause""], [""type"", ""address""]]"
1276,19134,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1277,19135,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1278,19136,"[["""", ""clause""], [""type"", ""notification""]]"
1279,19137,"[["""", ""clause""], [""type"", ""disposition""]]"
1280,19138,"[["""", ""clause""], [""type"", ""holding""]]"
1281,19139,"[["""", ""clause""], [""type"", ""address""]]"
1283,19141,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1284,19142,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-nos""]]"
1285,19143,"[["""", ""clause""], [""type"", ""disposition""]]"
1286,19144,"[["""", ""clause""], [""type"", ""witnesses""]]"
1287,19145,"[["""", ""clause""], [""type"", ""address""]]"
1288,19146,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1289,19147,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1290,19148,"[["""", ""clause""], [""type"", ""notification""]]"
1291,19149,"[["""", ""clause""], [""type"", ""disposition""]]"
1292,19150,"[["""", ""clause""], [""type"", ""warrandice""]]"
1293,19151,"[["""", ""clause""], [""type"", ""sealing""]]"
1294,19152,"[["""", ""clause""], [""type"", ""witnesses""]]"
1295,19153,"[["""", ""clause""], [""type"", ""address""]]"
1296,19154,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1297,19155,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1298,19156,"[["""", ""clause""], [""type"", ""notification""]]"
1299,19157,"[["""", ""clause""], [""type"", ""sealing""]]"
1300,19158,"[["""", ""clause""], [""type"", ""narration""]]"
1301,19159,"[["""", ""clause""], [""type"", ""disposition""]]"
1302,19160,"[["""", ""clause""], [""type"", ""narration""], [""@o"", ""2""]]"
1303,19161,"[["""", ""clause""], [""type"", ""disposition""], [""@o"", ""2""]]"
1304,19162,"[["""", ""clause""], [""type"", ""address""]]"
1305,19163,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1306,19164,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1307,19165,"[["""", ""clause""], [""type"", ""notification""]]"
1310,19168,"[["""", ""clause""], [""type"", ""address""]]"
1311,19169,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1312,19170,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1313,19171,"[["""", ""clause""], [""type"", ""notification""]]"
1314,19172,"[["""", ""clause""], [""type"", ""disposition""]]"
1315,19173,"[["""", ""clause""], [""type"", ""holding""]]"
1316,19174,"[["""", ""clause""], [""type"", ""warrandice""]]"
1317,19175,"[["""", ""clause""], [""type"", ""sealing""]]"
1318,19176,"[["""", ""clause""], [""type"", ""witnesses""]]"
1319,19177,"[["""", ""clause""], [""type"", ""address""]]"
1320,19178,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1321,19179,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1322,19180,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""noueritis""]]"
1323,19181,"[["""", ""clause""], [""type"", ""witnesses""]]"
1324,19182,"[["""", ""clause""], [""type"", ""sealing""]]"
1325,19183,"[["""", ""clause""], [""type"", ""warrandice""]]"
1326,19184,"[["""", ""clause""], [""type"", ""holding""]]"
1327,19185,"[["""", ""clause""], [""type"", ""disposition""]]"
1335,19193,"[["""", ""clause""], [""type"", ""address""]]"
1336,19194,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1337,19195,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1351,19209,"[["""", ""clause""], [""type"", ""address""]]"
1338,19196,"[["""", ""clause""], [""type"", ""notification""]]"
1339,19197,"[["""", ""clause""], [""type"", ""disposition""]]"
1340,19198,"[["""", ""clause""], [""type"", ""sealing""]]"
1341,19199,"[["""", ""clause""], [""type"", ""witnesses""]]"
1342,19200,"[["""", ""clause""], [""type"", ""address""]]"
1282,19140,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1343,19201,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1344,19202,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1345,19203,"[["""", ""clause""], [""type"", ""notification""]]"
1346,19204,"[["""", ""clause""], [""type"", ""disposition""]]"
1347,19205,"[["""", ""clause""], [""type"", ""holding""]]"
1348,19206,"[["""", ""clause""], [""type"", ""warrandice""]]"
1349,19207,"[["""", ""clause""], [""type"", ""sealing""]]"
1350,19208,"[["""", ""clause""], [""type"", ""witnesses""]]"
1352,19210,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1353,19211,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1354,19212,"[["""", ""clause""], [""type"", ""notification""]]"
1355,19213,"[["""", ""clause""], [""type"", ""disposition""]]"
1356,19214,"[["""", ""clause""], [""type"", ""holding""]]"
1357,19215,"[["""", ""clause""], [""type"", ""witnesses""]]"
1358,19216,"[["""", ""clause""], [""type"", ""address""]]"
1333,19191,"[["""", ""clause""], [""type"", ""sealing""]]"
1329,19187,"[["""", ""clause""], [""type"", ""notification""]]"
1334,19192,"[["""", ""clause""], [""type"", ""witnesses""]]"
1308,19166,"[["""", ""clause""], [""type"", ""witnesses""]]"
1332,19190,"[["""", ""clause""], [""type"", ""warrandice""]]"
1331,19189,"[["""", ""clause""], [""type"", ""holding""]]"
1309,19167,"[["""", ""clause""], [""type"", ""disposition""]]"
1359,19217,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1360,19218,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1414,19272,"[["""", ""clause""], [""type"", ""witnesses""]]"
1361,19219,"[["""", ""clause""], [""type"", ""notification""]]"
1362,19220,"[["""", ""clause""], [""type"", ""disposition""]]"
1415,19273,"[["""", ""clause""], [""type"", ""address""]]"
1363,19221,"[["""", ""clause""], [""type"", ""sealing""]]"
1364,19222,"[["""", ""clause""], [""type"", ""witnesses""]]"
1365,19223,"[["""", ""clause""], [""type"", ""warrandice""]]"
1366,19224,"[["""", ""clause""], [""type"", ""holding""]]"
1367,19225,"[["""", ""clause""], [""type"", ""address""]]"
1368,19226,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1369,19227,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1370,19228,"[["""", ""clause""], [""type"", ""notification""]]"
1371,19229,"[["""", ""clause""], [""type"", ""disposition""]]"
1372,19230,"[["""", ""clause""], [""type"", ""sealing""]]"
1373,19231,"[["""", ""clause""], [""type"", ""witnesses""]]"
1374,19232,"[["""", ""clause""], [""type"", ""address""]]"
1375,19233,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1376,19234,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1377,19235,"[["""", ""clause""], [""type"", ""notification""]]"
1378,19236,"[["""", ""clause""], [""type"", ""disposition""]]"
1379,19237,"[["""", ""clause""], [""type"", ""sealing""]]"
1380,19238,"[["""", ""clause""], [""type"", ""witnesses""]]"
1382,19240,"[["""", ""clause""], [""type"", ""notification""]]"
1383,19241,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""iohannes-de-neuilla""]]"
1384,19242,"[["""", ""clause""], [""type"", ""holding""]]"
1416,19275,"[["""", ""clause""], [""type"", ""disposition""]]"
1417,19274,"[["""", ""clause""], [""type"", ""witnesses""]]"
1418,19276,"[["""", ""clause""], [""type"", ""address""]]"
1419,19277,"[["""", ""clause""], [""type"", ""witnesses""]]"
1381,19239,"[["""", ""clause""], [""type"", ""disposition""]]"
1385,19243,"[["""", ""clause""], [""type"", ""warrandice""]]"
1386,19244,"[["""", ""clause""], [""type"", ""sealing""]]"
1387,19245,"[["""", ""clause""], [""type"", ""witnesses""]]"
1395,19253,"[["""", ""clause""], [""type"", ""address""]]"
1396,19254,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1397,19255,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1398,19256,"[["""", ""clause""], [""type"", ""disposition""]]"
1399,19257,"[["""", ""clause""], [""type"", ""notification""]]"
1400,19258,"[["""", ""clause""], [""type"", ""sealing""]]"
1401,19259,"[["""", ""clause""], [""type"", ""witnesses""]]"
1402,19260,"[["""", ""clause""], [""type"", ""address""]]"
1403,19261,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1404,19262,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1405,19263,"[["""", ""clause""], [""type"", ""witnesses""]]"
1406,19264,"[["""", ""clause""], [""type"", ""sealing""]]"
1407,19265,"[["""", ""clause""], [""type"", ""warrandice""]]"
1408,19266,"[["""", ""clause""], [""type"", ""disposition""]]"
1409,19267,"[["""", ""clause""], [""type"", ""notification""]]"
1410,19268,"[["""", ""clause""], [""type"", ""holding""]]"
971,9535,"[["""", ""clause""], [""type"", ""address""]]"
1411,19269,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1412,19270,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""dauid-rex-scottorum""]]"
1413,19271,"[["""", ""clause""], [""type"", ""prohibition""]]"
1421,19279,"[["""", ""clause""], [""type"", ""address""]]"
1422,19280,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""m-rex-scott""]]"
1423,19281,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1420,19278,"[["""", ""clause""], [""type"", ""disposition""]]"
1424,19282,"[["""", ""clause""], [""type"", ""notification""]]"
1426,19284,"[["""", ""clause""], [""type"", ""witnesses""]]"
1425,19283,"[["""", ""clause""], [""type"", ""disposition""]]"
1427,19285,"[["""", ""clause""], [""type"", ""holding""]]"
1428,19286,"[["""", ""clause""], [""type"", ""address""]]"
1429,19287,"[["""", ""clause""], [""type"", ""disposition""]]"
1430,19288,"[["""", ""clause""], [""type"", ""witnesses""]]"
1431,19289,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1432,19290,"[["""", ""clause""], [""type"", ""address""]]"
1433,19291,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1434,19292,"[["""", ""clause""], [""type"", ""notification""]]"
1485,19343,"[["""", ""clause""], [""type"", ""address""]]"
1435,19293,"[["""", ""clause""], [""type"", ""disposition""]]"
1436,19294,"[["""", ""clause""], [""type"", ""holding""]]"
1437,19295,"[["""", ""clause""], [""type"", ""witnesses""]]"
1438,19296,"[["""", ""clause""], [""type"", ""witnesses""]]"
1439,19297,"[["""", ""clause""], [""type"", ""disposition""]]"
1440,19298,"[["""", ""clause""], [""type"", ""address""]]"
1486,19344,"[["""", ""clause""], [""type"", ""witnesses""]]"
1441,19299,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1442,19300,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1443,19301,"[["""", ""clause""], [""type"", ""notification""]]"
1444,19302,"[["""", ""clause""], [""type"", ""witnesses""]]"
1445,19303,"[["""", ""clause""], [""type"", ""sealing""]]"
1446,19304,"[["""", ""clause""], [""type"", ""disposition""]]"
1447,19305,"[["""", ""clause""], [""type"", ""witnesses""]]"
1448,19306,"[["""", ""clause""], [""type"", ""disposition""]]"
1449,19307,"[["""", ""clause""], [""type"", ""witnesses""]]"
1450,19308,"[["""", ""clause""], [""type"", ""disposition""]]"
1452,19310,"[["""", ""clause""], [""type"", ""witnesses""]]"
1453,19311,"[["""", ""clause""], [""type"", ""disposition""]]"
1487,19345,"[["""", ""clause""], [""type"", ""disposition""]]"
1451,19309,"[["""", ""clause""], [""type"", ""address""]]"
1454,19312,"[["""", ""clause""], [""type"", ""address""]]"
1455,19313,"[["""", ""clause""], [""type"", ""witnesses""]]"
1457,19315,"[["""", ""clause""], [""type"", ""address""]]"
1458,19316,"[["""", ""clause""], [""type"", ""witnesses""]]"
1489,19347,"[["""", ""clause""], [""type"", ""disposition""]]"
1490,19348,"[["""", ""clause""], [""type"", ""address""]]"
1459,19317,"[["""", ""clause""], [""type"", ""disposition""]]"
1460,19318,"[["""", ""clause""], [""type"", ""witnesses""]]"
1461,19319,"[["""", ""clause""], [""type"", ""disposition""]]"
1462,19320,"[["""", ""clause""], [""type"", ""witnesses""]]"
1491,19349,"[["""", ""clause""], [""type"", ""witnesses""]]"
1464,19322,"[["""", ""clause""], [""type"", ""address""]]"
1466,19324,"[["""", ""clause""], [""type"", ""disposition""]]"
1467,19325,"[["""", ""clause""], [""type"", ""address""]]"
1469,19327,"[["""", ""clause""], [""type"", ""witnesses""]]"
1470,19328,"[["""", ""clause""], [""type"", ""address""]]"
1471,19329,"[["""", ""clause""], [""type"", ""witnesses""]]"
1492,19350,"[["""", ""clause""], [""type"", ""disposition""]]"
1472,19330,"[["""", ""clause""], [""type"", ""disposition""]]"
1473,19331,"[["""", ""clause""], [""type"", ""address""]]"
1493,19351,"[["""", ""clause""], [""type"", ""address""]]"
1474,19332,"[["""", ""clause""], [""type"", ""disposition""]]"
1475,19333,"[["""", ""clause""], [""type"", ""address""]]"
1476,19334,"[["""", ""clause""], [""type"", ""witnesses""]]"
1478,19336,"[["""", ""clause""], [""type"", ""address""]]"
1479,19337,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1480,19338,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1481,19339,"[["""", ""clause""], [""type"", ""witnesses""]]"
1482,19340,"[["""", ""clause""], [""type"", ""disposition""]]"
1483,19341,"[["""", ""clause""], [""type"", ""holding""]]"
1484,19342,"[["""", ""clause""], [""type"", ""notification""]]"
1494,19352,"[["""", ""clause""], [""type"", ""witnesses""]]"
1495,19353,"[["""", ""clause""], [""type"", ""disposition""]]"
1496,19354,"[["""", ""clause""], [""type"", ""address""]]"
1497,19355,"[["""", ""clause""], [""type"", ""disposition""]]"
1499,19357,"[["""", ""clause""], [""type"", ""address""]]"
1500,19358,"[["""", ""clause""], [""type"", ""witnesses""]]"
1501,19359,"[["""", ""clause""], [""type"", ""disposition""]]"
1502,19360,"[["""", ""clause""], [""type"", ""address""]]"
1503,19361,"[["""", ""clause""], [""type"", ""witnesses""]]"
1504,19362,"[["""", ""clause""], [""type"", ""disposition""]]"
1505,19363,"[["""", ""clause""], [""type"", ""address""]]"
1506,19364,"[["""", ""clause""], [""type"", ""witnesses""]]"
1507,19365,"[["""", ""clause""], [""type"", ""disposition""]]"
1508,19366,"[["""", ""clause""], [""type"", ""address""]]"
1509,19367,"[["""", ""clause""], [""type"", ""witnesses""]]"
1510,19368,"[["""", ""clause""], [""type"", ""disposition""]]"
1463,19321,"[["""", ""clause""], [""type"", ""disposition""]]"
1465,19323,"[["""", ""clause""], [""type"", ""witnesses""]]"
1477,19335,"[["""", ""clause""], [""type"", ""disposition""]]"
1511,19369,"[["""", ""clause""], [""type"", ""sealing""]]"
1512,19370,"[["""", ""clause""], [""type"", ""narration""]]"
1513,19371,"[["""", ""clause""], [""type"", ""witnesses""]]"
1514,19372,"[["""", ""clause""], [""type"", ""address""]]"
1515,19373,"[["""", ""clause""], [""type"", ""witnesses""]]"
1498,19356,"[["""", ""clause""], [""type"", ""witnesses""]]"
1590,19447,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1516,19374,"[["""", ""clause""], [""type"", ""disposition""]]"
1518,19376,"[["""", ""clause""], [""type"", ""witnesses""]]"
1517,19375,"[["""", ""clause""], [""type"", ""address""]]"
1519,19377,"[["""", ""clause""], [""type"", ""disposition""]]"
1520,19378,"[["""", ""clause""], [""type"", ""address""]]"
1521,19379,"[["""", ""clause""], [""type"", ""witnesses""]]"
1522,19380,"[["""", ""clause""], [""type"", ""disposition""]]"
1523,19381,"[["""", ""clause""], [""type"", ""witnesses""]]"
1524,19382,"[["""", ""clause""], [""type"", ""disposition""]]"
1525,19383,"[["""", ""clause""], [""type"", ""witnesses""]]"
1526,19384,"[["""", ""clause""], [""type"", ""disposition""]]"
1527,19385,"[["""", ""clause""], [""type"", ""witnesses""]]"
1528,19386,"[["""", ""clause""], [""type"", ""disposition""]]"
1529,19387,"[["""", ""clause""], [""type"", ""address""]]"
1530,19388,"[["""", ""clause""], [""type"", ""witnesses""]]"
1531,19389,"[["""", ""clause""], [""type"", ""disposition""]]"
1532,19390,"[["""", ""clause""], [""type"", ""witnesses""]]"
1533,19391,"[["""", ""clause""], [""type"", ""disposition""]]"
1534,19392,"[["""", ""clause""], [""type"", ""address""]]"
1535,19393,"[["""", ""clause""], [""type"", ""witnesses""]]"
1536,19394,"[["""", ""clause""], [""type"", ""disposition""]]"
1570,19427,"[["""", ""clause""], [""type"", ""witnesses""]]"
1571,19428,"[["""", ""clause""], [""type"", ""disposition""]]"
1537,19395,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1538,19396,"[["""", ""clause""], [""type"", ""notification""]]"
1539,19397,"[["""", ""clause""], [""type"", ""disposition""]]"
1540,19398,"[["""", ""clause""], [""type"", ""injunction""]]"
1541,19399,"[["""", ""clause""], [""type"", ""disposition""]]"
1542,19400,"[["""", ""clause""], [""type"", ""witnesses""]]"
1543,19401,"[["""", ""clause""], [""type"", ""sealing""]]"
1572,19429,"[["""", ""clause""], [""type"", ""holding""]]"
1573,19430,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1574,19431,"[["""", ""clause""], [""type"", ""address""]]"
1575,19432,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem-in-christo""]]"
1549,19407,"[["""", ""clause""], [""type"", ""address""]]"
1550,19408,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1576,19433,"[["""", ""clause""], [""type"", ""disposition""]]"
1551,19409,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-me""]]"
1552,19410,"[["""", ""clause""], [""type"", ""witnesses""]]"
1553,19411,"[["""", ""clause""], [""type"", ""address""]]"
1554,19412,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1555,19413,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""rob-auenel""]]"
1556,19414,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciant-omnes-quod""]]"
1557,19415,"[["""", ""clause""], [""type"", ""witnesses""]]"
1558,19416,"[["""", ""clause""], [""type"", ""disposition""]]"
1559,19418,"[["""", ""clause""], [""type"", ""holding""]]"
1560,19417,"[["""", ""clause""], [""type"", ""boundaries""]]"
1561,19419,"[["""", ""clause""], [""type"", ""warrandice""]]"
1563,19421,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciendum-etiam-quod""]]"
1577,19434,"[["""", ""clause""], [""type"", ""witnesses""]]"
1565,19423,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""et-sciendum-quod""]]"
1566,19424,"[["""", ""clause""], [""type"", ""narration""], [""@o"", ""3""]]"
1567,19425,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciendum-quod""], [""@o"", ""2""]]"
1568,3458,"[["""", ""clause""], [""type"", ""holding""], [""@o"", ""2""]]"
1569,19426,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1578,19435,"[["""", ""clause""], [""type"", ""holding""]]"
1579,19436,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1580,19437,"[["""", ""clause""], [""type"", ""disposition""]]"
1581,19438,"[["""", ""clause""], [""type"", ""holding""]]"
1582,19439,"[["""", ""clause""], [""type"", ""witnesses""]]"
1583,19440,"[["""", ""clause""], [""type"", ""address""]]"
1584,19441,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1585,19442,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1586,19443,"[["""", ""clause""], [""type"", ""witnesses""]]"
1587,19444,"[["""", ""clause""], [""type"", ""holding""]]"
1589,19446,"[["""", ""clause""], [""type"", ""disposition""]]"
1591,19448,"[["""", ""clause""], [""type"", ""witnesses""]]"
1593,19450,"[["""", ""clause""], [""type"", ""disposition""]]"
1547,19405,"[["""", ""clause""], [""type"", ""boundaries""]]"
1545,19403,"[["""", ""clause""], [""type"", ""warrandice""]]"
1548,19406,"[["""", ""clause""], [""type"", ""boundaries""], [""@o"", ""2""]]"
320,3351,"[["""", ""clause""], [""type"", ""witnesses""], [""@o"", ""2""]]"
1562,19420,"[["""", ""clause""], [""type"", ""narration""]]"
1564,19422,"[["""", ""clause""], [""type"", ""narration""], [""@o"", ""2""]]"
1592,19449,"[["""", ""clause""], [""type"", ""notification""]]"
1594,19451,"[["""", ""clause""], [""type"", ""address""]]"
1595,19452,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1596,19453,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1597,19454,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1598,19455,"[["""", ""clause""], [""type"", ""witnesses""]]"
1599,19456,"[["""", ""clause""], [""type"", ""warrandice""]]"
1600,19457,"[["""", ""clause""], [""type"", ""holding""]]"
1601,19458,"[["""", ""clause""], [""type"", ""disposition""]]"
1602,19459,"[["""", ""clause""], [""type"", ""boundaries""]]"
1603,19460,"[["""", ""clause""], [""type"", ""address""]]"
1604,19461,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1605,19462,"[["""", ""clause""], [""type"", ""salutation""]]"
1606,19463,"[["""", ""clause""], [""type"", ""notification""]]"
1607,19464,"[["""", ""clause""], [""type"", ""witnesses""]]"
1608,19465,"[["""", ""clause""], [""type"", ""injunction""]]"
1609,19466,"[["""", ""clause""], [""type"", ""disposition""]]"
1610,19467,"[["""", ""clause""], [""type"", ""address""]]"
1611,19468,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1612,19469,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1613,19470,"[["""", ""clause""], [""type"", ""notification""]]"
1614,19471,"[["""", ""clause""], [""type"", ""witnesses""]]"
1615,19472,"[["""", ""clause""], [""type"", ""disposition""]]"
1616,19473,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""sal""]]"
1618,19475,"[["""", ""clause""], [""type"", ""disposition""]]"
1619,19476,"[["""", ""clause""], [""type"", ""notification""]]"
1620,19477,"[["""", ""clause""], [""type"", ""notification""]]"
1621,19478,"[["""", ""clause""], [""type"", ""witnesses""]]"
1622,19479,"[["""", ""clause""], [""type"", ""disposition""]]"
1623,19480,"[["""", ""clause""], [""type"", ""narration""]]"
1624,19481,"[["""", ""clause""], [""type"", ""boundaries""]]"
1625,19482,"[["""", ""clause""], [""type"", ""notification""]]"
1626,19483,"[["""", ""clause""], [""type"", ""witnesses""]]"
1627,19484,"[["""", ""clause""], [""type"", ""disposition""]]"
1628,19485,"[["""", ""clause""], [""type"", ""holding""]]"
1629,19486,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sci-atis""]]"
1630,19487,"[["""", ""clause""], [""type"", ""address""]]"
1631,19488,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1632,19489,"[["""", ""clause""], [""type"", ""intitulatio""]]"
1634,19491,"[["""", ""clause""], [""type"", ""witnesses""]]"
1667,19525,"[["""", ""clause""], [""type"", ""disposition""]]"
1633,19490,"[["""", ""clause""], [""type"", ""disposition""]]"
1635,19492,"[["""", ""clause""], [""type"", ""warrandice""]]"
1636,19493,"[["""", ""clause""], [""type"", ""holding""]]"
1637,19494,"[["""", ""clause""], [""type"", ""boundaries""]]"
1638,19495,"[["""", ""clause""], [""type"", ""address""]]"
1639,19496,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1640,19497,"[["""", ""clause""], [""type"", ""intitulatio""], [""@text"", ""rob-de-kent""]]"
1641,19498,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis""]]"
1642,19499,"[["""", ""clause""], [""type"", ""witnesses""]]"
1644,19501,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""et-sciendum-quod""], [""@o"", ""2""]]"
1646,19504,"[["""", ""clause""], [""type"", ""address""]]"
1647,19505,"[["""", ""clause""], [""type"", ""salutation""], [""@text"", ""salutem""]]"
1648,19506,"[["""", ""clause""], [""type"", ""notification""], [""@text"", ""sciatis-me""]]"
1649,19507,"[["""", ""clause""], [""type"", ""witnesses""]]"
1668,19526,"[["""", ""clause""], [""type"", ""address""]]"
1651,19509,"[["""", ""clause""], [""type"", ""holding""]]"
1650,19508,"[["""", ""clause""], [""type"", ""disposition""]]"
1652,19510,"[["""", ""clause""], [""type"", ""address""]]"
